Performance da campanha
1 de janeiro de 2026 - 8 de setembro de 2026
Campanha,Estado da campanha,Tipo de campanha,ID da campanha,Dia,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.,Resultados,Ligações telefônicas,CPM méd. visível,CTR visível,Visitas à loja (baseada em dados),Impr. visíveis,Parcela de cliques,Cliques orgânicos,Listagens orgânicas
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-25,52,1.183,"4,40%",BRL,"0,62","32,45","7,00",0,"4,64","13,46%","Contato: 4,00; Outro: 3,00; Engajamento: 39,00; Ver rotas: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-08,50,993,"5,04%",BRL,"0,67","33,48","10,33",0,"3,24","20,67%","Contato: 6,33; Outro: 4,00; Engajamento: 10,00; Ver rotas: 1,00; Leads de mensagens: 2,00; Visualização de página: 3,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-28,50,1.226,"4,08%",BRL,"0,82","41,04","10,00",0,"4,10","19,61%","Contato: 5,00; Outro: 5,00; Engajamento: 37,00; Ver rotas: 3,00; Visualização de página: 4,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-04,50,1.426,"3,51%",BRL,"0,85","42,67","11,00",0,"3,88","22,01%","Contato: 6,00; Outro: 5,00; Engajamento: 27,00; Ver rotas: 5,00; Visualização de página: 2,00; Lead telefônico: 0,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-28,50,712,"7,02%",BRL,"0,62","30,91","13,00",0,"2,38","26,00%","Contato: 7,00; Outro: 6,00; Engajamento: 30,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-13,49,784,"6,25%",BRL,"0,61","29,92","8,03",0,"3,73","16,39%","Contato: 6,00; Outro: 2,03; Engajamento: 20,00; Ver rotas: 5,00; Leads de mensagens: 1,00; Visualização de página: 8,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-05,49,1.104,"4,44%",BRL,"0,75","36,58","4,00",0,"9,15","8,16%","Contato: 2,00; Outro: 2,00; Engajamento: 41,00; Ver rotas: 1,00; Visualização de página: 2,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-02-21,48,804,"5,97%",BRL,"0,40","18,98","9,00",0,"2,11","18,75%","Contato: 4,00; Outro: 4,00; Engajamento: 40,00; Ver rotas: 3,00; Visualização de página: 5,00; Lead telefônico: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-24,48,941,"5,10%",BRL,"0,71","34,31","11,95",0,"2,87","18,11%","Contato: 7,00; Outro: 4,95; Engajamento: 31,00; Ver rotas: 2,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-31,48,1.386,"3,46%",BRL,"0,79","37,87","16,00",0,"2,37","33,33%","Contato: 11,00; Outro: 4,00; Engajamento: 16,00; Lead telefônico: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-26,48,1.177,"4,08%",BRL,"0,69","32,90","9,93",0,"3,31","20,70%","Contato: 6,00; Outro: 3,93; Engajamento: 31,00; Ver rotas: 4,00; Visualização de página: 3,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-10,47,1.234,"3,81%",BRL,"0,72","33,88","13,01",0,"2,60","27,68%","Contato: 7,00; Outro: 5,01; Engajamento: 34,00; Ver rotas: 3,00; Visualização de página: 2,00; Lead telefônico: 1,00",3,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-29,47,920,"5,11%",BRL,"0,72","33,94","2,00",0,"16,97","4,26%","Contato: 1,00; Outro: 1,00; Engajamento: 11,00; Ver rotas: 3,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-01-24,46,751,"6,13%",BRL,"0,38","17,58","9,00",0,"1,95","19,57%","Contato: 5,00; Outro: 4,00; Engajamento: 7,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-30,46,1.213,"3,79%",BRL,"0,67","30,95","13,00",0,"2,38","28,26%","Contato: 5,00; Outro: 7,00; Engajamento: 54,00; Ver rotas: 1,00; Visualização de página: 2,00; Lead telefônico: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-22,46,894,"5,15%",BRL,"0,67","30,98","4,00",0,"7,74","8,70%","Contato: 2,00; Outro: 2,00; Engajamento: 49,00; Ver rotas: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-26,45,1.001,"4,50%",BRL,"0,73","32,93","17,00",0,"1,94","34,00%","Contato: 9,00; Outro: 8,00; Engajamento: 12,00; Ver rotas: 1,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-06,45,878,"5,13%",BRL,"0,55","24,75","19,00",0,"1,30","42,22%","Contato: 10,00; Outro: 9,00; Engajamento: 37,00; Ver rotas: 1,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-11,45,1.121,"4,01%",BRL,"0,69","30,85","9,00",0,"3,43","20,00%","Contato: 8,00; Outro: 1,00; Engajamento: 11,00; Ver rotas: 2,00; Visualização de página: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-14,45,1.135,"3,96%",BRL,"0,75","33,54","17,08",0,"1,96","37,96%","Contato: 10,00; Outro: 7,08; Engajamento: 25,00; Leads de mensagens: 1,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-13,44,952,"4,62%",BRL,"0,75","33,05","20,93",0,"1,58","47,56%","Contato: 10,00; Outro: 10,93; Engajamento: 5,00; Visualização de página: 2,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-19,44,973,"4,52%",BRL,"0,96","42,33","8,00",0,"5,29","18,18%","Contato: 5,00; Outro: 3,00; Engajamento: 6,00; Ver rotas: 1,00; Leads de mensagens: 1,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-17,44,1.255,"3,51%",BRL,"1,17","51,51","8,00",0,"6,44","18,18%","Contato: 3,00; Outro: 2,00; Engajamento: 33,00; Ver rotas: 1,00; Visualização de página: 1,00; Lead telefônico: 3,00",5,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-21,44,1.139,"3,86%",BRL,"0,78","34,36","12,98",0,"2,65","29,49%","Contato: 7,00; Outro: 5,98; Engajamento: 19,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-02-10,43,724,"5,94%",BRL,"0,60","25,71","10,00",0,"2,57","23,26%","Contato: 4,00; Outro: 6,00; Engajamento: 38,00; Ver rotas: 3,00; Visualização de página: 3,00; Visita à loja: 1,00",0,0,0,"1,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-02-13,43,873,"4,93%",BRL,"0,55","23,76","11,00",0,"2,16","25,58%","Contato: 5,00; Outro: 5,00; Engajamento: 19,00; Visualização de página: 1,00; Lead telefônico: 1,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-02-27,43,967,"4,45%",BRL,"0,63","27,30","7,02",0,"3,89","16,32%","Contato: 4,00; Outro: 2,02; Engajamento: 22,00; Ver rotas: 2,00; Visualização de página: 1,00; Lead telefônico: 1,00; Visita à loja: 1,00",3,0,0,"1,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-19,43,1.298,"3,31%",BRL,"0,57","24,55","9,97",0,"2,46","22,15%","Contato: 5,00; Outro: 4,97; Engajamento: 4,00; Visualização de página: 3,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-10,43,1.213,"3,54%",BRL,"0,86","36,91","17,00",0,"2,17","39,53%","Contato: 8,00; Outro: 5,00; Engajamento: 36,00; Ver rotas: 1,00; Leads de mensagens: 2,00; Visualização de página: 8,00; Lead telefônico: 4,00; Visita à loja: 1,00",6,0,0,"1,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-14,43,882,"4,88%",BRL,"0,64","27,65","12,00",0,"2,30","27,91%","Contato: 7,00; Outro: 5,00; Engajamento: 8,00; Ver rotas: 6,00; Leads de mensagens: 1,00; Visualização de página: 1,00; Visita à loja: 1,00",0,0,0,"1,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-16,43,862,"4,99%",BRL,"0,67","28,94","13,00",0,"2,23","30,23%","Contato: 7,00; Outro: 6,00; Engajamento: 44,00; Ver rotas: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-22,43,1.607,"2,68%",BRL,"1,04","44,52","9,00",0,"4,95","20,93%","Contato: 4,00; Outro: 4,00; Engajamento: 15,00; Ver rotas: 3,00; Visualização de página: 1,00; Lead telefônico: 1,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-30,43,1.312,"3,28%",BRL,"0,56","24,25","11,00",0,"2,20","25,58%","Contato: 6,00; Outro: 4,00; Engajamento: 31,00; Ver rotas: 2,00; Lead telefônico: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-06,43,1.074,"4,00%",BRL,"0,98","42,26","5,00",0,"8,45","11,63%","Contato: 4,00; Outro: 1,00; Engajamento: 47,00; Ver rotas: 1,00; Leads de mensagens: 1,00; Visualização de página: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-01-22,42,747,"5,62%",BRL,"0,44","18,32","3,00",0,"6,11","7,14%","Contato: 1,00; Outro: 1,00; Engajamento: 8,00; Lead telefônico: 1,00; Visita à loja: 1,00",1,0,0,"1,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-18,42,1.007,"4,17%",BRL,"0,47","19,83","0,00",0,0,"0,00%","Engajamento: 23,00; Ver rotas: 2,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-08,42,829,"5,07%",BRL,"0,71","29,79","14,00",0,"2,13","33,33%","Contato: 8,00; Outro: 6,00; Engajamento: 6,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-23,42,1.171,"3,59%",BRL,"0,85","35,89","8,00",0,"4,49","19,05%","Contato: 6,00; Outro: 1,00; Engajamento: 16,00; Ver rotas: 3,00; Leads de mensagens: 2,00; Visualização de página: 3,00; Lead telefônico: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-06,42,783,"5,36%",BRL,"0,73","30,57","18,98",0,"1,61","45,20%","Contato: 11,00; Outro: 7,98; Engajamento: 31,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-15,42,988,"4,25%",BRL,"1,12","47,04","6,00",0,"7,84","14,29%","Contato: 3,00; Outro: 3,00; Engajamento: 47,00; Visualização de página: 5,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-04,41,998,"4,11%",BRL,"0,68","28,02","11,02",0,"2,54","26,88%","Contato: 5,00; Outro: 5,02; Engajamento: 64,00; Ver rotas: 2,00; Leads de mensagens: 1,00; Visualização de página: 3,00; Lead telefônico: 1,00",4,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-03,41,1.070,"3,83%",BRL,"0,88","36,25","8,00",0,"4,53","19,51%","Contato: 3,00; Outro: 3,00; Engajamento: 13,00; Visualização de página: 1,00; Lead telefônico: 2,00",3,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-25,40,1.286,"3,11%",BRL,"0,74","29,65","3,00",0,"9,88","6,25%","Contato: 1,00; Outro: 1,00; Engajamento: 71,00; Ver rotas: 4,00; Visualização de página: 3,00; Lead telefônico: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-10,40,1.042,"3,84%",BRL,"0,83","33,39","6,00",0,"5,56","15,00%","Contato: 3,00; Outro: 3,00; Engajamento: 83,00; Ver rotas: 4,00; Leads de mensagens: 1,00; Visualização de página: 8,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-13,40,1.347,"2,97%",BRL,"0,68","27,24","2,00",0,"13,62","5,00%","Contato: 2,00; Engajamento: 70,00; Ver rotas: 3,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-17,39,754,"5,17%",BRL,"0,40","15,49","0,08",0,"195,93","0,20%","Outro: 0,08; Engajamento: 29,00; Leads de mensagens: 1,00; Visualização de página: 3,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-11,39,806,"4,84%",BRL,"0,98","38,09","23,00",0,"1,66","58,97%","Contato: 13,00; Outro: 10,00; Engajamento: 16,00; Ver rotas: 2,00; Visita à loja: 1,00",0,0,0,"1,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-05,39,1.010,"3,86%",BRL,"0,73","28,58","24,00",0,"1,19","61,54%","Contato: 15,00; Outro: 9,00; Engajamento: 17,00; Visualização de página: 6,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-21,39,890,"4,38%",BRL,"0,95","37,21","14,00",0,"2,66","35,90%","Contato: 7,00; Outro: 7,00; Engajamento: 28,00; Visualização de página: 2,00",6,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-10,39,1.116,"3,49%",BRL,"0,76","29,59","5,00",0,"5,92","12,82%","Contato: 2,00; Outro: 2,00; Engajamento: 30,00; Ver rotas: 3,00; Leads de mensagens: 1,00; Visualização de página: 1,00; Lead telefônico: 1,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-17,39,1.076,"3,62%",BRL,"0,90","34,91","6,97",0,"5,01","17,87%","Contato: 4,00; Outro: 2,97; Engajamento: 15,00; Ver rotas: 1,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-29,39,1.088,"3,58%",BRL,"0,86","33,70","11,01",0,"3,06","28,24%","Contato: 5,00; Outro: 6,01; Engajamento: 71,00; Ver rotas: 3,00; Visualização de página: 4,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-08-07,39,812,"4,80%",BRL,"0,78","30,40","14,00",0,"2,17","35,90%","Contato: 8,00; Outro: 6,00; Engajamento: 33,00; Ver rotas: 1,00; Visualização de página: 3,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-07,38,505,"7,52%",BRL,"0,62","23,60","14,00",0,"1,69","36,84%","Contato: 7,00; Outro: 7,00; Engajamento: 5,00; Ver rotas: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-09,38,860,"4,42%",BRL,"0,77","29,25","13,31",0,"2,20","35,04%","Contato: 7,00; Outro: 6,31; Engajamento: 39,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-18,38,931,"4,08%",BRL,"0,80","30,37","6,00",0,"5,06","15,79%","Contato: 4,00; Outro: 2,00; Engajamento: 21,00; Visualização de página: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-07,38,1.017,"3,74%",BRL,"0,83","31,36","16,67",0,"1,88","43,86%","Contato: 9,67; Outro: 7,00; Engajamento: 3,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-06,38,1.156,"3,29%",BRL,"0,67","25,50","10,00",0,"2,55","26,32%","Contato: 5,00; Outro: 5,00; Engajamento: 33,00; Visualização de página: 6,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-10,37,890,"4,16%",BRL,"0,42","15,61","1,00",0,"15,61","2,70%","Contato: 1,00; Engajamento: 29,00; Ver rotas: 1,00; Visualização de página: 5,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-03-27,37,692,"5,35%",BRL,"0,68","24,98","11,98",0,"2,09","32,39%","Contato: 7,00; Outro: 3,98; Engajamento: 20,00; Ver rotas: 1,00; Leads de mensagens: 1,00; Visualização de página: 2,00; Lead telefônico: 1,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-15,37,938,"3,94%",BRL,"0,80","29,74","8,00",0,"3,72","21,62%","Contato: 4,00; Outro: 4,00; Engajamento: 1,00; Ver rotas: 1,00; Leads de mensagens: 1,00; Visualização de página: 1,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-28,37,860,"4,30%",BRL,"0,69","25,49","13,98",0,"1,82","37,80%","Contato: 8,00; Outro: 5,98; Engajamento: 67,00; Visualização de página: 2,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-04-30,37,879,"4,21%",BRL,"0,63","23,37","12,03",0,"1,94","32,52%","Contato: 6,00; Outro: 6,03; Engajamento: 19,00; Ver rotas: 1,00; Visualização de página: 3,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-05-14,37,1.185,"3,12%",BRL,"1,14","42,21","10,00",0,"4,22","27,03%","Contato: 6,00; Outro: 4,00; Engajamento: 9,00; Ver rotas: 3,00; Visualização de página: 4,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-02,37,757,"4,89%",BRL,"1,01","37,40","10,00",0,"3,74","27,03%","Contato: 6,00; Outro: 3,00; Engajamento: 22,00; Ver rotas: 1,00; Visualização de página: 4,00; Lead telefônico: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-12,37,821,"4,51%",BRL,"0,89","32,91","12,00",0,"2,74","32,43%","Contato: 6,00; Outro: 6,00; Engajamento: 99,00; Ver rotas: 2,00; Visualização de página: 9,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-18,37,1.053,"3,51%",BRL,"1,06","39,10","7,00",0,"5,59","18,92%","Contato: 3,00; Outro: 3,00; Engajamento: 16,00; Ver rotas: 3,00; Leads de mensagens: 2,00; Visualização de página: 2,00; Lead telefônico: 1,00",2,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-06-23,37,1.069,"3,46%",BRL,"1,06","39,07","9,00",0,"4,34","24,32%","Contato: 4,00; Outro: 5,00; Engajamento: 33,00; Ver rotas: 1,00; Visualização de página: 3,00",0,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-01,37,904,"4,09%",BRL,"0,97","35,77","15,03",0,"2,38","40,62%","Contato: 7,00; Outro: 7,03; Engajamento: 41,00; Leads de mensagens: 2,00; Visualização de página: 2,00; Lead telefônico: 1,00",1,0,0,"0,00",0,< 10%,0,0
[KIL] GG_VISITA NEGÓCIO LOCAL_PMAX_SALÃO.BELEZA_SP.CAP_2025 v.01,Ativada,Performance Max,21116045403,2026-07-15,37,921,"4,02%",BRL,"1,04","38,56","12,00",0,"3,21","32,43%","Contato: 6,00; Outro: 6,00; Engajamento: 9,00; Ver rotas: 2,00; Visualização de página: 3,00",0,0,0,"0,00",0,< 10%,0,0
